Mod:Item:MetaData, Localized Name
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_b:9, 压力容器
rockhounding_chemistry:machines_c:0, GAN控制器
rockhounding_chemistry:machines_c:1, 气体冷凝器
rockhounding_chemistry:machines_c:2, 稀有气体瓶
rockhounding_chemistry:machines_c:3, 浸出槽控制器
rockhounding_chemistry:machines_c:4, 密封缸
rockhounding_chemistry:machines_c:5, 样本收集器
rockhounding_chemistry:machines_c:6, 回收槽控制器
rockhounding_chemistry:machines_c:7, 萃取机控制器
rockhounding_chemistry:machines_c:8, 萃取机反应器
rockhounding_chemistry:machines_c:9, 元素柜
rockhounding_chemistry:machines_c:11, 玻璃器皿架
rockhounding_chemistry:machines_c:12, 实验室天平
rockhounding_chemistry:machines_c:13, 重整控制器
rockhounding_chemistry:machines_c:15, 反应稳定器
rockhounding_chemistry:machines_d:0, 合金炉
rockhounding_chemistry:machines_d:2, 物料柜
rockhounding_chemistry:machines_d:4, 气相沉积室
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:8, 拉晶坩埚
rockhounding_chemistry:machines_d:10, 轨道器
rockhounding_chemistry:machines_d:11, 转换器
rockhounding_chemistry:machines_d:12, 流体百科
rockhounding_chemistry:machines_d:13, 化学倾卸器
rockhounding_chemistry:machines_d:14, 浮选槽
rockhounding_chemistry:machines_d:15, 密封罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_d:6, 储气罐
rockhounding_chemistry:machines_e:0, 激光发射器
rockhounding_chemistry:machines_e:1, 排气阀
rockhounding_chemistry:machines_e:2, 水泵
rockhounding_chemistry:machines_e:3, 催化剂再生器
rockhounding_chemistry:machines_e:4, 碎渣机
rockhounding_chemistry:machines_e:5, 浆液桶
rockhounding_chemistry:machines_e:6, 缓冲罐
rockhounding_chemistry:machines_e:7, 电化学 CSTR
rockhounding_chemistry:machines_e:9, CSTR 容器
rockhounding_chemistry:machines_e:11, 沉淀室
rockhounding_chemistry:machines_e:12, 沉淀反应器
rockhounding_chemistry:alloy_blocks_tech:0, 铜铍合金块
rockhounding_chemistry:alloy_blocks_tech:1, 钪铝合金块
rockhounding_chemistry:alloy_blocks_tech:2, 铝镁硼合金块
rockhounding_chemistry:alloy_blocks_tech:3, 钨铬钴合金块
rockhounding_chemistry:alloy_blocks_tech:4, 白铜块
rockhounding_chemistry:alloy_blocks_tech:5, 铌锰合金块
rockhounding_chemistry:alloy_blocks_tech:6, 哈氏合金块
rockhounding_chemistry:alloy_blocks_tech:7, 镍铬合金块
rockhounding_chemistry:alloy_blocks_tech:8, 铜镍铁合金块
rockhounding_chemistry:alloy_blocks_tech:9, 氮化硅块
rockhounding_chemistry:alloy_blocks_tech:10, 碳化硅块
rockhounding_chemistry:alloy_blocks_tech:11, 氮化钛块
rockhounding_chemistry:alloy_blocks_tech:12, 铝镁合金块
rockhounding_chemistry:alloy_blocks_tech:13, 钒钢块
rockhounding_chemistry:alloy_blocks_tech:14, 碳化钨块
rockhounding_chemistry:alloy_blocks_tech:15, 钽合金块
rockhounding_chemistry:alloy_bricks_tech:0, 铜铍合金砖
rockhounding_chemistry:alloy_bricks_tech:1, 钪铝合金砖
rockhounding_chemistry:alloy_bricks_tech:2, 铝镁硼合金砖
rockhounding_chemistry:alloy_bricks_tech:3, 钨铬钴合金砖
rockhounding_chemistry:alloy_bricks_tech:4, 白铜砖
rockhounding_chemistry:alloy_bricks_tech:5, 铌锰合金砖
rockhounding_chemistry:alloy_bricks_tech:6, 哈氏合金砖
rockhounding_chemistry:alloy_bricks_tech:7, 镍铬合金砖
rockhounding_chemistry:alloy_bricks_tech:8, 铜镍铁合金砖
rockhounding_chemistry:alloy_bricks_tech:9, 氮化硅砖
rockhounding_chemistry:alloy_bricks_tech:10, 碳化硅砖
rockhounding_chemistry:alloy_bricks_tech:11, 氮化钛砖
rockhounding_chemistry:alloy_bricks_tech:12, 铝镁合金砖
rockhounding_chemistry:alloy_bricks_tech:13, 钒钢砖
rockhounding_chemistry:alloy_bricks_tech:14, 碳化钨砖
rockhounding_chemistry:alloy_bricks_tech:15, 钽合金砖
rockhounding_chemistry:alloy_blocks_deco:0, 稀土合金块
rockhounding_chemistry:alloy_blocks_deco:1, 玫瑰金块
rockhounding_chemistry:alloy_blocks_deco:2, 绿金块
rockhounding_chemistry:alloy_blocks_deco:3, 白金块
rockhounding_chemistry:alloy_blocks_deco:4, 四分一块
rockhounding_chemistry:alloy_blocks_deco:5, 含锌黄铜块
rockhounding_chemistry:alloy_blocks_deco:6, 锡铅合金块
rockhounding_chemistry:alloy_blocks_deco:7, 耐候钢块
rockhounding_chemistry:alloy_blocks_deco:8, 赤铜块
rockhounding_chemistry:alloy_blocks_deco:9, 紫金块
rockhounding_chemistry:alloy_blocks_deco:10, 钕磁铁块
rockhounding_chemistry:alloy_blocks_deco:11, 钐钴合金块
rockhounding_chemistry:alloy_bricks_deco:0, 稀土合金砖
rockhounding_chemistry:alloy_bricks_deco:1, 玫瑰金砖
rockhounding_chemistry:alloy_bricks_deco:2, 绿金砖
rockhounding_chemistry:alloy_bricks_deco:3, 白金砖
rockhounding_chemistry:alloy_bricks_deco:4, 四分一砖
rockhounding_chemistry:alloy_bricks_deco:5, 含锌黄铜砖
rockhounding_chemistry:alloy_bricks_deco:6, 锡铅合金砖
rockhounding_chemistry:alloy_bricks_deco:7, 耐候钢砖
rockhounding_chemistry:alloy_bricks_deco:8, 赤铜砖
rockhounding_chemistry:alloy_bricks_deco:9, 紫金砖
rockhounding_chemistry:alloy_bricks_deco:10, 钕磁铁砖
rockhounding_chemistry:alloy_bricks_deco:11, 钐钴合金砖
rockhounding_chemistry:alloy_blocks_gems:0, Nd:YAG(掺钕钇铝石榴石)晶体块
rockhounding_chemistry:alloy_blocks_gems:1, Eb:YAG(铒钇铝石榴石)块
rockhounding_chemistry:alloy_blocks_gems:2, Eb:YAG(铒钇铝石榴石)块
rockhounding_chemistry:alloy_bricks_gems:0, Nd:YAG(掺钕钇铝石榴石)晶体砖
rockhounding_chemistry:alloy_bricks_gems:1, Eb:YAG(铒钇铝石榴石)砖
rockhounding_chemistry:alloy_bricks_gems:2, Yb:YAG(镱钇铝石榴石)砖
rockhounding_chemistry:alloy_blocks_tech_b:0, 镍铝合金块
rockhounding_chemistry:alloy_blocks_tech_b:1, 镍铬铁合金块
rockhounding_chemistry:alloy_blocks_tech_b:2, 锆合金块
rockhounding_chemistry:alloy_bricks_tech_b:0, 镍铝合金砖
rockhounding_chemistry:alloy_bricks_tech_b:1, 镍铬铁合金砖
rockhounding_chemistry:alloy_bricks_tech_b:2, 锆合金砖
rockhounding_chemistry:pipeline_duct, 流体管道
rockhounding_chemistry:pipeline_pump, 流体管道泵
rockhounding_chemistry:pipeline_valve, 液体管道阀门
rockhounding_chemistry:gasline_duct, 气体管道
rockhounding_chemistry:gasline_pump, 气体管道泵
rockhounding_chemistry:pipeline_halt, 堵住的流体管道
rockhounding_chemistry:gasline_halt, 堵住的气体管道
rockhounding_chemistry:didymium_glass:0, 钕镨玻璃（无框）
rockhounding_chemistry:didymium_glass:1, 钕镨玻璃（镶边）
rockhounding_chemistry:didymium_glass:2, 钕镨玻璃（砖块）
rockhounding_chemistry:waterlock:0, 干水封
rockhounding_chemistry:waterlock:1, 湿水封
rockhounding_chemistry:toxic_cloud, 毒雾
bq_standard:loot_chest, 奖励箱
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉管理器
storagedrawers:controllerslave, 管理器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 成型台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
supersoundmuffler:sound_muffler_bauble, 超级消音器
supersoundmuffler:sound_muffler, 超级消音器
teslacorelib:base_addon, 基础升级板
teslacorelib:energy_tier1, 能量升级I
teslacorelib:energy_tier2, 能量升级II
teslacorelib:machine_case, 机械外壳
teslacorelib:speed_tier1, 速度升级I
teslacorelib:speed_tier2, 速度升级II
teslacorelib:wrench, Tesla扳手
wct:wct, 无线合成终端
wct:wct_creative, 创造模式无线合成终端
wct:magnet_card, 磁引卡
primal_tech:flint_block, 燧石块
primal_tech:charcoal_block, 低级木炭块
primal_tech:clay_kiln, 粘土窑
primal_tech:stick_bundle, 柴火捆
primal_tech:fibre_torch, 未点燃的植物纤维火把
primal_tech:wooden_hopper, 料斗 Mk2 :P
primal_tech:charcoal_hopper, 火焰炙烤料斗
primal_tech:fibre_torch_lit, 已点燃的植物纤维火把
primal_tech:work_stump, 工作桩
primal_tech:stone_grill, 石制烧烤架
primal_tech:work_stump_upgraded, 工作桩 Mk2
primal_tech:water_saw, 水动力锯
primal_tech:stone_anvil, 石砧
primal_tech:wooden_basin, 木制搅拌盆
primal_tech:fire_sticks, 削过的木棍
primal_tech:bone_pickaxe, 骨镐
primal_tech:bone_axe, 骨斧
primal_tech:bone_shovel, 骨锹
primal_tech:bone_shears, 骨剪刀
primal_tech:fluid_bladder:0, 水袋
primal_tech:bone_shard, 骨头碎片
primal_tech:plant_fibres, 植物纤维
primal_tech:twine, 麻绳
primal_tech:rock, 石板
primal_tech:wood_club, 木棒
primal_tech:bone_club, 骨棒
primal_tech:stone_club, 石棒
primal_tech:flint_edged_disc, 水动力锯片
primal_tech:bone_sword, 骨剑
primal_tech:bone_knife, 骨刀
primal_tech:stone_mallet, 石槌
primal_tech:leaf_bed, 干草床
actuallyadditions:block_canola_oil, 菜籽油
actuallyadditions:block_refined_canola_oil, 精制菜籽油
actuallyadditions:block_crystal_oil, 晶化油
actuallyadditions:block_empowered_oil, 充能油
actuallyadditions:block_crystal_cluster_redstone, 红色晶簇
actuallyadditions:block_crystal_cluster_lapis, 蓝色晶簇
actuallyadditions:block_crystal_cluster_diamond, 淡蓝色晶簇
actuallyadditions:block_crystal_cluster_coal, 黑色晶簇
actuallyadditions:block_crystal_cluster_emerald, 绿色晶簇
actuallyadditions:block_crystal_cluster_iron, 白色晶簇
actuallyadditions:block_battery_box, 电池盒
actuallyadditions:block_item_viewer_hopping, 漏斗型物品传输接口
actuallyadditions:block_farmer, 农场
actuallyadditions:block_bio_reactor, 生物反应器
actuallyadditions:block_empowerer, 充能台
actuallyadditions:block_tiny_torch, 微型火把
actuallyadditions:block_shock_suppressor, 震波吸收器
actuallyadditions:block_display_stand, 物品展示台
actuallyadditions:block_player_interface, 玩家接口
actuallyadditions:block_item_viewer, 物品传输接口
actuallyadditions:block_firework_box, 烟花发射器
actuallyadditions:block_miner, 垂直挖矿机
actuallyadditions:block_atomic_reconstructor, 原子再构机
actuallyadditions:block_crystal:0, 红石水晶块
actuallyadditions:block_crystal:1, 青金石水晶块
actuallyadditions:block_crystal:2, 钻石水晶块
actuallyadditions:block_crystal:3, 煤晶块
actuallyadditions:block_crystal:4, 绿宝石水晶块
actuallyadditions:block_crystal:5, 铁晶块
actuallyadditions:block_crystal_empowered:0, 充能红石水晶块
actuallyadditions:block_crystal_empowered:1, 充能青金石水晶块
actuallyadditions:block_crystal_empowered:2, 充能钻石水晶块
actuallyadditions:block_crystal_empowered:3, 充能煤晶块
actuallyadditions:block_crystal_empowered:4, 充能绿宝石水晶块
actuallyadditions:block_crystal_empowered:5, 充能铁晶块
actuallyadditions:block_black_lotus, 黑莲花
actuallyadditions:block_laser_relay, 能量激光中继器
actuallyadditions:block_laser_relay_advanced, 高级能量激光中继器
actuallyadditions:block_laser_relay_extreme, 超级能量激光中继器
actuallyadditions:block_laser_relay_fluids, 流体激光中继器
actuallyadditions:block_laser_relay_item, 物品激光中继器
actuallyadditions:block_laser_relay_item_whitelist, 高级物品激光中继器
actuallyadditions:block_ranged_collector, 物品收集器
actuallyadditions:block_directional_breaker, 长距离方块破坏器
actuallyadditions:block_leaf_generator, 咀叶发电机
actuallyadditions:block_smiley_cloud, 微笑云朵
actuallyadditions:block_xp_solidifier, 经验固化器
actuallyadditions:block_testifi_bucks_green_wall, 装饰用绿色石英方块
actuallyadditions:block_testifi_bucks_white_wall, 装饰用石英
actuallyadditions:block_testifi_bucks_green_stairs, 装饰用绿色石英楼梯
actuallyadditions:block_testifi_bucks_white_stairs, 装饰用石英楼梯
actuallyadditions:block_testifi_bucks_green_slab, 装饰用绿色石英台阶
actuallyadditions:block_testifi_bucks_white_slab, 装饰用石英台阶
actuallyadditions:block_testifi_bucks_green_fence, 装饰用绿色石英围墙
actuallyadditions:block_testifi_bucks_white_fence, 装饰用石英围墙
actuallyadditions:block_colored_lamp:0, 白色灯具
actuallyadditions:block_colored_lamp:1, 橙色灯具
actuallyadditions:block_colored_lamp:2, 品红色灯具
actuallyadditions:block_colored_lamp:3, 淡蓝色灯具
actuallyadditions:block_colored_lamp:4, 黄色灯具
actuallyadditions:block_colored_lamp:5, 黄绿色灯具
actuallyadditions:block_colored_lamp:6, 粉红色灯具
actuallyadditions:block_colored_lamp:7, 灰色灯具
actuallyadditions:block_colored_lamp:8, 淡灰色灯具
actuallyadditions:block_colored_lamp:9, 青色灯具
actuallyadditions:block_colored_lamp:10, 紫色灯具
actuallyadditions:block_colored_lamp:11, 蓝色灯具
actuallyadditions:block_colored_lamp:12, 棕色灯具
actuallyadditions:block_colored_lamp:13, 绿色灯具
actuallyadditions:block_colored_lamp:14, 红色灯具
actuallyadditions:block_colored_lamp:15, 黑色灯具
actuallyadditions:block_colored_lamp_on:0, 白色灯具 (开启)
actuallyadditions:block_colored_lamp_on:1, 橙色灯具 (开启)
actuallyadditions:block_colored_lamp_on:2, 品红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:3, 淡蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:4, 黄色灯具 (开启)
actuallyadditions:block_colored_lamp_on:5, 黄绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:6, 粉红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:7, 灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:8, 淡灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:9, 青色灯具 (开启)
actuallyadditions:block_colored_lamp_on:10, 紫色灯具 (开启)
actuallyadditions:block_colored_lamp_on:11, 蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:12, 棕色灯具 (开启)
actuallyadditions:block_colored_lamp_on:13, 绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:14, 红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:15, 黑色灯具 (开启)
actuallyadditions:block_lamp_powerer, 灯具控制器
actuallyadditions:block_treasure_chest, 藏宝箱
actuallyadditions:block_energizer, 充能站
actuallyadditions:block_enervator, 释能站
actuallyadditions:block_lava_factory_controller, 熔岩工厂控制器
actuallyadditions:block_canola_press, 油菜压榨机
actuallyadditions:block_phantomface, 幻灵接口
actuallyadditions:block_phantom_placer, 幻灵方块放置器
actuallyadditions:block_phantom_liquiface, 幻灵流体接口
actuallyadditions:block_phantom_energyface, 幻灵能量接口
actuallyadditions:block_phantom_redstoneface, 幻灵红石接口
actuallyadditions:block_phantom_breaker, 幻灵方块破坏器
actuallyadditions:block_coal_generator, 煤炭发电机
actuallyadditions:block_oil_generator, 原油发电机
actuallyadditions:block_fermenting_barrel, 发酵桶
actuallyadditions:block_rice, 水稻
actuallyadditions:block_canola, 油菜
actuallyadditions:block_flax, 亚麻
actuallyadditions:block_coffee, 咖啡
actuallyadditions:block_compost, 堆肥机
actuallyadditions:block_misc:0, 焦黑石英柱
actuallyadditions:block_misc:1, 錾制焦黑石英
actuallyadditions:block_misc:2, 焦黑石英块
actuallyadditions:block_misc:3, 焦黑石英矿石
actuallyadditions:block_misc:4, 木质外壳
actuallyadditions:block_misc:5, 木炭块
actuallyadditions:block_misc:6, 末影珍珠块
actuallyadditions:block_misc:7, 熔岩工厂外墙
actuallyadditions:block_misc:8, 末影外壳
actuallyadditions:block_misc:9, 铁制外壳
actuallyadditions:block_feeder, 自动饲育机
actuallyadditions:block_giant_chest, 小型板条箱
actuallyadditions:block_giant_chest_medium, 中型板条箱
actuallyadditions:block_giant_chest_large, 大型板条箱
actuallyadditions:block_grinder, 磨粉机
actuallyadditions:block_grinder_double, 两仓磨粉机
actuallyadditions:block_furnace_double, 两仓熔炉
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, 高级ESD
actuallyadditions:block_fishing_net, 渔网
actuallyadditions:block_furnace_solar, 太阳能板
actuallyadditions:block_heat_collector, 热能发电机
actuallyadditions:block_item_repairer, 物品修理机
actuallyadditions:block_greenhouse_glass, 温室玻璃
actuallyadditions:block_breaker, 方块破坏器
actuallyadditions:block_placer, 方块放置器
actuallyadditions:block_dropper, 自动精准投掷器
actuallyadditions:block_fluid_placer, 流体成型器
actuallyadditions:block_fluid_collector, 流体吸收器
actuallyadditions:block_coffee_machine, 咖啡制造机
actuallyadditions:block_phantom_booster, 幻灵增幅器
actuallyadditions:block_wild:0, 野生油菜
actuallyadditions:block_wild:1, 野生亚麻
actuallyadditions:block_wild:2, 野生水稻
actuallyadditions:block_wild:3, 野生咖啡
actuallyadditions:block_quartz_wall, 焦黑石英围墙
actuallyadditions:block_chiseled_quartz_wall, 錾制焦黑石英围墙
actuallyadditions:block_pillar_quartz_wall, 焦黑石英柱围墙
actuallyadditions:block_quartz_stair, 焦黑石英楼梯
actuallyadditions:block_chiseled_quartz_stair, 錾制焦黑石英楼梯
actuallyadditions:block_pillar_quartz_stair, 焦黑石英柱楼梯
actuallyadditions:block_quartz_slab, 焦黑石英台阶
actuallyadditions:block_chiseled_quartz_slab, 錾制焦黑石英台阶
actuallyadditions:block_pillar_quartz_slab, 焦黑石英柱台阶
actuallyadditions:item_crystal_shard:0, 红色水晶碎片
actuallyadditions:item_crystal_shard:1, 蓝色水晶碎片
actuallyadditions:item_crystal_shard:2, 淡蓝色水晶碎片
actuallyadditions:item_crystal_shard:3, 黑色水晶碎片
actuallyadditions:item_crystal_shard:4, 绿色水晶碎片
actuallyadditions:item_crystal_shard:5, 白色水晶碎片
actuallyadditions:item_engineer_goggles_advanced, 工程师红外眼镜
actuallyadditions:item_engineer_goggles, 工程师护目镜
actuallyadditions:item_laser_upgrade_range, 激光中继器：范围
actuallyadditions:item_laser_upgrade_invisibility, 激光中继器：隐形
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_bag, 麻袋
actuallyadditions:item_void_bag, 虚空麻袋
actuallyadditions:item_worm, 蚯蚓
actuallyadditions:item_player_probe, 玩家探测器
actuallyadditions:item_filter, 物品过滤器
actuallyadditions:item_water_bowl, 装水的碗
actuallyadditions:item_spawner_changer, 刷怪笼控制工具
actuallyadditions:item_misc:0, 纸杯
actuallyadditions:item_misc:1, 捣碎的食物
actuallyadditions:item_misc:2, 刀刃
actuallyadditions:item_misc:3, 刀柄
actuallyadditions:item_misc:4, 面团
actuallyadditions:item_misc:5, 焦黑石英
actuallyadditions:item_misc:6, 普通指环
actuallyadditions:item_misc:7, 基础线圈
actuallyadditions:item_misc:8, 高级线圈
actuallyadditions:item_misc:9, 大米面团
actuallyadditions:item_misc:10, 小块煤炭
actuallyadditions:item_misc:11, 小块木炭
actuallyadditions:item_misc:12, 浆糊球
actuallyadditions:item_misc:13, 油菜
actuallyadditions:item_misc:14, 空杯子
actuallyadditions:item_misc:15, 蝙蝠之翼
actuallyadditions:item_misc:16, 钻头核心
actuallyadditions:item_misc:17, 黑色染料
actuallyadditions:item_misc:18, 透镜
actuallyadditions:item_misc:19, 末影之星
actuallyadditions:item_misc:20, 刷怪笼碎片
actuallyadditions:item_misc:21, 生物质
actuallyadditions:item_misc:22, 生物燃料
actuallyadditions:item_misc:23, 晶化油菜种子
actuallyadditions:item_misc:24, 充能油菜种子
actuallyadditions:item_crate_keeper, 板条箱守护徽章
actuallyadditions:item_color_lens, 斑斓透镜
actuallyadditions:item_explosion_lens, 爆破透镜
actuallyadditions:item_damage_lens, 死亡透镜
actuallyadditions:item_more_damage_lens, 杀手透镜
actuallyadditions:item_disenchanting_lens, 祛魔透镜
actuallyadditions:item_mining_lens, 矿工透镜
actuallyadditions:item_crystal:0, 红石水晶
actuallyadditions:item_crystal:1, 青金石水晶
actuallyadditions:item_crystal:2, 钻石水晶
actuallyadditions:item_crystal:3, 煤晶
actuallyadditions:item_crystal:4, 绿宝石水晶
actuallyadditions:item_crystal:5, 铁晶
actuallyadditions:item_crystal_empowered:0, 充能红石水晶
actuallyadditions:item_crystal_empowered:1, 充能青金石水晶
actuallyadditions:item_crystal_empowered:2, 充能钻石水晶
actuallyadditions:item_crystal_empowered:3, 充能煤晶
actuallyadditions:item_crystal_empowered:4, 充能绿宝石水晶
actuallyadditions:item_crystal_empowered:5, 充能铁晶
actuallyadditions:item_laser_wrench, 中继器扳手
actuallyadditions:item_chest_to_crate_upgrade, 板条箱升级徽章
actuallyadditions:item_small_to_medium_crate_upgrade, 扩容升级徽章（小转中）
actuallyadditions:item_medium_to_large_crate_upgrade, 扩容升级徽章（中转大）
actuallyadditions:item_booklet, 实用拓展手册
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_helm_emerald, 绿宝石头盔
actuallyadditions:item_chest_emerald, 绿宝石胸甲
actuallyadditions:item_pants_emerald, 绿宝石护腿
actuallyadditions:item_boots_emerald, 绿宝石靴子
actuallyadditions:item_helm_obsidian, 黑曜石头盔
actuallyadditions:item_chest_obsidian, 黑曜石胸甲
actuallyadditions:item_pants_obsidian, 黑曜石护腿
actuallyadditions:item_boots_obsidian, 黑曜石靴子
actuallyadditions:item_helm_quartz, 焦黑石英头盔
actuallyadditions:item_chest_quartz, 焦黑石英胸甲
actuallyadditions:item_pants_quartz, 焦黑石英护腿
actuallyadditions:item_boots_quartz, 焦黑石英靴子
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_wings_of_the_bats, 蝙蝠之翼
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:11, 手钻
